title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
"Nisman. The Prosecutor, the President and the Spy",(2019–2020),TV-MA,373 min,"Documentary, Crime, History",7.6,"The suspicious death of Alberto Nisman, investigator of the attack on the headquarters of the AMIA in 1994.","['Dexter Filkins, ', 'Hernán Cappiello, ', 'Oscar Parrilli, ', 'José Manuel Ubeira']",597,"Spain, Germany, Denmark, United States",s3068,Justin Webster,TV Show
Seth Rogen's Hilarity for Charity,(2018 TV Special),TV-MA,70 min,Comedy,5.0,Seth Rogen hosts an evening of comedy to raise awareness for Alzheimer's disease.,"['Ryan Polito', '| ', '    Stars:', 'Benji Allonbe, ', 'Ike Barinholtz, ', 'Sacha Baron Cohen, ', 'Lakecia Benjamin']","2,395",United States,s4939,Ryan Polito,Movie
Fortune Feimster: Sweet & Salty,(2020 TV Special),TV-MA,61 min,Comedy,6.8,"Southern-born comedian Fortune Feimster recalls her childhood misadventures as a former Girl Scout, debutante and (disqualified) swim meet champion, and her family's complicated relationship with Hooters.","['Krysia Plonka', '| ', '    Stars:', 'Fortune Feimster, ', 'Henry Gelinas']","1,024",United States,s3004,Krysia Plonka,Movie
Rooting for Roona,(2020),TV-PG,40 min,"Documentary, Short, Drama",7.0,A little girl named Roona Begum is born in the North East of India with an unprecedented head size caused by a birth defect. This is the story of one family and how they raise a child against insurmountable odds.,"['Pavitra Chalam, ', 'Akshay Shankar']",426,India,s1854,"Pavitra Chalam, Akshay Shankar",Movie
Iliza Shlesinger: Unveiled,(2019 TV Special),TV-MA,78 min,Comedy,6.5,"Iliza Shelsinger in her fifth Netflix stand-up special, discussing marriage and its traditions.","['Steve Paley', '| ', '    Stars:', 'Darren Capozzi, ', 'Mona Parks, ', 'Iliza Shlesinger']","1,717",United States,s3257,Steve Paley,Movie
Jimmy Carr: Funny Business,(2016 TV Special),Not Rated,62 min,Comedy,7.2,"A man, with an incredibly stupid laugh, tells jokes to an audience.","['Sam Wrench', '| ', '    Star:', 'Jimmy Carr']","4,433",United Kingdom,s5860,Sam Wrench,Movie
6-5=2,(2014),Unrated,104 min,Horror,4.4,"Six friends decide to undertake a gruelling mountain trek, only to find that the difficulties in store for them are not merely physical. They experience strange and unusual incidents which put their lives at risk.","['Bharat Jain', '| ', '    Stars:', 'Prashantt Guptha, ', 'Gaurav Paswala, ', 'Gaurav Kothari, ', 'Disha Kapoor']",205,India,s6023,Bharat Jain,Movie
Prague,(2013),Not Rated,109 min,"Horror, Mystery, Romance",5.5,"The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague. In a city of beautiful architecture, a young architect is diverted toward constructions that exist within.","['Ashish R. Shukla', '| ', '    Stars:', 'Chandan Roy Sanyal, ', 'Elena Kazan, ', 'Arfi Lamba, ', 'Kumar Mayank']",373,"India, Switzerland",s7790,Ashish R. Shukla,Movie
Khoon Khoon,(1973),TV-14,127 min,"Crime, Mystery, Thriller",5.2,A Bombay cop tries to track down a serial killer who snipes at random victims.,"['Mohammed Hussain', '| ', '    Stars:', 'Mahendra Sandhu, ', 'Danny Denzongpa, ', 'Jagdeep, ', 'Faryal']",44,India,s5301,Mohammed Hussain,Movie
A Love Song for Latasha,(2019),TV-PG,19 min,"Documentary, Short, Biography",6.8,The injustice surrounding the shooting death of 15-year-old Latasha Harlins at a South Central Los Angeles store became a flashpoint for the city’s 1992 civil uprising.,"['Sophia Nahli Allison', '| ', '    Stars:', ""Tybie O'Bard, "", 'Shinese Harlins, ', 'Zoe Flint, ', 'Nnenna Brown']","2,439",United States,s1963,Sophia Nahli Allison,Movie
Bomb Scared,(2017),TV-MA,89 min,Comedy,5.7,"Four Basque ETA terrorists, living together with peculiar Spanish neighbors, are planning a terrorist attack in Spain, but await instructions from the head of the organization.","['Borja Cobeaga', '| ', '    Stars:', 'Javier Cámara, ', 'Julián López, ', 'Miren Ibarguren, ', 'Gorka Otxoa']","2,894",Spain,s5230,Borja Cobeaga,Movie
Zion,(I) (2018),TV-PG,12 min,"Documentary, Short, Biography",7.1,"A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.","['Floyd Russ', '| ', '    Stars:', 'Zion Clark, ', 'Gilbert Donahue, ', 'Kimberly Clark, ', 'Darese Sparkman']","1,253",United States,s4708,Floyd Russ,Movie
Sebastian Maniscalco: Why Would You Do That?,(2016 TV Special),TV-14,63 min,Comedy,7.4,"Filmed at the legendary Beacon Theatre, Sebastian Maniscalco continues to deliver his signature comedy style that blends high-energy physical acts-outs and hilariously demonstrative facial expressions.","['Joe DeMaio', '| ', '    Star:', 'Sebastian Maniscalco']","1,127",United States,s3623,Joe DeMaio,Movie
Potato Potahto,(2017),TV-MA,115 min,Comedy,4.2,A divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done.,"['Shirley Frimpong-Manso', '| ', '    Stars:', 'O.C. Ukeje, ', 'Joselyn Dumas, ', 'Joke Silva, ', 'Kemi Lala Akindoju']",213,Ghana,s3145,Shirley Frimpong-Manso,Movie
Donald Glover: Weirdo,(2012 TV Special),Not Rated,65 min,Comedy,7.4,"With his unique brand of youthful storytelling Donald Glover brings down the house in his hysterical stand-up special, Weirdo.","['Shannon Hartman', '| ', '    Star:', 'Donald Glover']","3,629",United States,s5713,"Shannon Hartman, Michelle Caputo",Movie
Hating Peter Tatchell,(2021),TV-MA,91 min,Documentary,7.6,"The profound life story of the controversial human rights campaigner whose provocative acts of civil disobedience rocked the establishment, revolutionised attitudes to homosexuality and exposed tyrants in the fight for equality.","['Christopher Amos', '| ', '    Stars:', 'Ian McKellen, ', 'Stephen Fry, ', 'George Carey, ', 'Peter Tatchell']",804,Australia,s861,Christopher Amos,Movie
Horrid Henry's Gross Day Out,(2020),TV-Y,61 min,"Animation, Action, Adventure",5.8,Henry isn't well and goes out.,"['Gary Andrews', '| ', '    Stars:', 'Sue Elliott-Nichols, ', 'Tamsin Heatley, ', 'Emma Tate, ', 'Lizzie Waterworth']",45,United Kingdom,s1986,Gary Andrews,Movie
Mutiny of the Worker Bees,(2020),TV-MA,93 min,Comedy,4.1,"Omar Buendía, a super smart guy, who came out with the best average in school and is expected to do great things in life.","['Carlos Morett', '| ', '    Stars:', 'Gustavo Egelhaaf, ', 'Alejandro Suárez, ', 'Bárbara de Regil, ', 'Mauricio Argüelles']",484,Mexico,s2499,Carlos Morett,Movie
Heroes Wanted,(2016),TV-MA,95 min,"Action, Comedy",4.6,Agents from diverse Spanish local police forces are called to form a special team.,"['Joaquín Mazón', '| ', '    Stars:', 'María León, ', 'Miki Esparbé, ', 'Jordi Sánchez, ', 'Andoni Agirregomezkorta']","2,005",Spain,s5620,Joaquín Mazón,Movie
ReMastered: Who Shot the Sheriff?,(2018 TV Movie),TV-14,57 min,"Documentary, Biography, Crime",6.9,The violent political suppression of the roots reggae movement in Jamaica told through an investigation into Jamaican politics and the CIA's involvement in the mysterious shooting of Bob Marley.,"['Kief Davidson', '| ', '    Stars:', 'Bob Marley, ', 'Arnold Bertram, ', 'Cindy Breakspeare, ', 'Nancy Burke']","1,461",United States,s4517,Kief Davidson,Movie
Spirit Riding Free: Ride Along Adventure,(2020 TV Short),TV-Y7,22 min,"Animation, Short, Action",6.0,"Join Lucky and her friends on a mission to save Maricela's beloved mare, Mystery, from greedy horse thieves who've taken her captive with a wild herd.","['Allan Jacobsen, ', 'Beth Sleven, ', 'Kevin Wotton, ', 'Stephen Cooper, ', 'Josh Taback', '| ', '    Stars:', 'Amber Frank, ', 'Bailey Gambertoglio, ', 'Sydney Park, ', 'Bella Aboulhosn']",64,United States,s1581,"Beth Sleven, Allan Jacobsen, Kevin Wotton",Movie
Jeff Dunham: Minding the Monsters,(2012 TV Special),TV-MA,80 min,Comedy,7.0,"Jeff Dunham's ""Minding the Monsters"" brings together Walter, Peanut, Bubba J, Jose Jalapeno, and Achmed the Dead Terrorist as you've never seen them before! The result is an all-new original live comedy event that is so funny, it's scary!","['Manny Rodriguez, ', 'Matthew McNeil', '| ', '    Star:', 'Jeff Dunham']","1,425",United States,s4010,Manny Rodriguez,Movie
Kathleen Madigan: Bothering Jesus,(2016 Video),TV-MA,72 min,Comedy,7.4,"Once again Kathleen's standup is beyond hysterical where she riffs on drinking, Jesus, her large and funny family, Ireland, Missouri ( Her home state) and her views on life!","['Lorene Machado', '| ', '    Star:', 'Kathleen Madigan']",551,United States,s5722,Lorene Machado,Movie
Hajwala: The Missing Engine,(2016),PG-13,96 min,"Action, Adventure, Crime",2.0,"Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.","['Ali Bin Matar, ', 'Ibrahim Bin Mohamed, ', 'Hasan Aljaberi', '| ', '    Stars:', 'Anwar Aljabri, ', 'Haleem Aljabri, ', 'Omar Aljabri, ', 'Abdullah Bin Haider']",261,United Arab Emirates,s5189,"Ali Bin Matar, Ibrahim Bin Mohamed",Movie
The Redeemed and the Dominant: Fittest on Earth,(2016),Unrated,104 min,"Documentary, Sport",7.1,"The fittest athletes on earth take on the CrossFit Games, the ultimate test of fitness to prove that they are the fittest on earth.","['Heber Cannon, ', 'Marston Sawyers, ', 'Ian Wittenber', '| ', '    Stars:', 'Dan Bailey, ', 'Samantha Briggs, ', 'Dave Castro, ', 'Katrin Tanja Davidsdottir']","1,599",United States,s8480,"Heber Cannon, Mariah Moore, Marston Sawyers",Movie
Illegal Woman,(2020),TV-MA,119 min,Drama,6.2,The life of an immigration lawyer changes radically when his new client appears dead in suspicious circumstances inside a CIE (immigration detention center).,"['Ramon Térmens', '| ', '    Stars:', 'Daniel Faraldo, ', 'Isak Férriz, ', 'Yolanda Sey, ', 'Montse Germán']",206,Spain,s900,Ramon Térmens,Movie
French Dirty,(2015),TV-MA,72 min,"Comedy, Drama",5.0,"The distant past, the recent past and the present collide in French Dirty, a meditation on love, loss and growing up as a millennial.","['Jesse Allain-Marcus, ', 'Wade Allain-Marcus', '| ', '    Stars:', 'Wade Allain-Marcus, ', 'Melina Lizette, ', 'Arjun Gupta, ', 'Elsa Biedermann']",281,United States,s6802,"Wade Allain-Marcus, Jesse Allain-Marcus",Movie
Q Ball,(2019),TV-MA,96 min,"Documentary, Sport",6.8,"Documentary that explores the San Quentin Prison basketball squad - teammates and inmates at ""the Q"" - along their journey of rehabilitation and possible redemption.","['Michael Tolajian', '| ', '    Stars:', 'Obada Adnan, ', 'Anthony Ammons, ', 'Lenny Costa, ', 'Rafael Cuevas']",647,United States,s7808,Michael Tolajian,Movie
Print the Legend,(2014),TV-14,100 min,"Documentary, Biography, Drama",7.0,"Follows the people racing to bring the hot new 3D printing technology to your home, documenting the ""Macintosh Moment"" of this revolution and exploring what it takes to live the American Dream.","['Luis Lopez, ', 'Clay Tweel', '| ', '    Stars:', 'Chris Anderson, ', 'Bruce Bradshaw, ', 'Craig Broady, ', 'Bill Buel']","1,990",United States,s5930,"Luis Lopez, Clay Tweel",Movie
Kingdom of Us,(2017),TV-MA,109 min,"Documentary, Drama",6.9,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,"['Lucy Cohen', '| ', '    Stars:', 'Jamie-Jodie Shanks, ', 'Kacie-Kimie Shanks, ', 'Lorie-Lanie Shanks, ', 'Mirie-Marie Shanks']",912,United Kingdom,s5226,Lucy Cohen,Movie
Garbage,(2012),Not Rated,88 min,"Comedy, Drama",5.2,"Two garbage truck drivers in Hollywood become celebrities overnight after they find Cuba Gooding Jr.'s Best Supporting Actor Oscar for ""Jerry Maguire"" and suddenly their lives go topsy-turvy.","['Phil Volken', '| ', '    Stars:', 'Jed Rees, ', 'Jon Huck, ', 'Alanna Ubach, ', 'Daryl Hannah']",619,India,s4667,Qaushiq Mukherjee,Movie
Hans Zimmer Live in Prague,(2017 TV Special),TV-G,150 min,"Documentary, Music",9.1,The renowned film score composer leads a concert featuring his cinematic compositions.,"['Tim Van Someren', '| ', '    Stars:', 'Hans Zimmer, ', 'Yolanda Charles, ', 'Michael Einziger, ', 'Nick Glennie-Smith']","2,710",United Kingdom,s6919,Tim Van Someren,Movie
Mike Birbiglia: The New One,(2019 TV Special),TV-MA,85 min,Comedy,7.7,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,"['Seth Barrish', '| ', '    Star:', 'Mike Birbiglia']","1,863",United States,s3229,Seth Barrish,Movie
Mater,(I) (2017),TV-MA,80 min,Drama,4.6,"Mater is a film about the struggle between love and law; about social differences and distances that these generate. And about love, that crosses all, allows all: both good and evil.","[""Pablo D'Alo Abba"", '| ', '    Stars:', 'Lautaro Perotti, ', 'Tamara Kiper, ', 'Inda Lavalle, ', 'Araceli Dvoskin']",249,Argentina,s7422,Pablo D'Alo Abba,Movie
Still,(2010),TV-MA,100 min,"Horror, Thriller",4.3,"An omnibus film of four stories pulled straight from Thailand's most gruesome headlines. In ""Flame"", a man is haunted by regret and a ghost after he survives a nightclub fire that killed ...                See full summary »","['Poj Arnon, ', 'Chatchai Katenut, ', 'Tanwarin Sukkhapisit, ', 'Manussa Vorasingha', '| ', '    Stars:', 'Mai Charoenpura, ', 'Akara Amarttayakul, ', 'Supakson Chaimongkol, ', 'TAE']",368,Thailand,s8092,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon",Movie
Jim Jefferies: This Is Me Now,(2018 TV Special),TV-MA,70 min,Comedy,7.4,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.","['Scott Zabielski', '| ', '    Star:', 'Jim Jefferies']","4,095",United States,s4775,Scott Zabielski,Movie
The CEO,(I) (2016),PG-13,105 min,"Drama, Mystery, Thriller",5.7,"Five top-level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named ""The CEO.""","['Kunle Afolayan', '| ', '    Stars:', 'Angélique Kidjo, ', 'Wale Ojo, ', 'Jimmy Jean-Louis, ', 'Hilda Dokubo']",122,Nigeria,s8242,Kunle Afolayan,Movie
Rise of the Zombie,(2013),Not Rated,86 min,"Drama, Horror, Thriller",3.3,"A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.","['Luke Kenny, ', 'Devaki Singh', '| ', '    Stars:', 'Luke Kenny, ', 'Kirti Kulhari, ', 'Ashwin Mushran, ', 'Benjamin Gilani']",444,India,s7872,"Devaki Singh, Luke Kenny",Movie
Patria,(2019),TV-MA,89 min,"Documentary, History",7.2,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.","['Matías Gueilburt', '| ', '    Star:', 'Paco Ignacio Taibo II']",115,Mexico,s4182,Matías Gueilburt,Movie
Cold Harbour,(2013),TV-MA,73 min,"Action, Crime, Thriller",5.2,"While investigating a smugglers' turf war in Cape Town, township cop Sizwe discovers police corruption. He must set loyalty aside to act with integrity, alone.","['Carey McKenzie', '| ', '    Stars:', 'Tony Kgoroge, ', 'Fana Mokoena, ', 'Nan Yu, ', 'Deon Lotz']",217,South Africa,s1906,Carey McKenzie,Movie
Bill Hicks: Relentless,(1992 Video),Not Rated,61 min,"Documentary, Comedy",8.5,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, drugs and music.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","2,555",United Kingdom,s4232,Chris Bould,Movie
Hide & Seek,(2010),TV-14,105 min,"Drama, Horror, Thriller",4.2,Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.,"['Shawn Arranha', '| ', '    Stars:', 'Purab Kohli, ', 'Arjan Bajwa, ', 'Mrinalini Sharma, ', 'Ayaz Khan']",239,India,s6967,Shawn Arranha,Movie
Brian Regan: On the Rocks,(2021 TV Special),TV-G,58 min,Comedy,6.8,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.","['Troy Miller', '| ', '    Stars:', 'Brian Regan, ', 'Elliot Schiff']",632,United States,s1279,Troy Miller,Movie
The Bad Kids,(2016),TV-MA,101 min,Documentary,7.0,A group of teachers at a Mojave Desert high school take an unconventional approach to improve the lives of their struggling students.,"['Keith Fulton, ', 'Louis Pepe', '| ', '    Stars:', 'Vonda Viland, ', 'Julia Alexander, ', 'Laura Ambrosius, ', 'Robert Bartz']",643,United States,s8203,"Keith Fulton, Louis Pepe",Movie
The Island,(II) (2018),TV-14,94 min,"Action, Thriller",5.2,"THE ISLAND Is a film created primarily to showcase the best of Nigerian culture and to give viewers an in-depth, enjoyable cultural experience whilst celebrating the efforts of the Nigerian...                See full summary »","['Toka McBaror', '| ', '    Stars:', 'Femi Adebayo, ', 'Segun Arinze, ', 'Sukanmi Bahlofin, ', 'Tokunbor Idowu']",39,Nigeria,s3218,Toka McBaror,Movie
Sky Tour: The Movie,(2020),TV-G,94 min,"Documentary, Music",5.7,"From the preparations to the performances, this documentary showcases Vietnamese pop idol Son Tung M-TP and the passion behind his Sky Tour concerts.","['Son Tung Mtp', '| ', '    Star:', 'Son Tung Mtp']","1,042",Vietnam,s2058,Nguyen Thanh Tung,Movie
Accomplice,(2021),Not Rated,52 min,Documentary,7.2,Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.,"['Jeremy Grant', '| ', '    Stars:', 'Graham Agassiz, ', 'Paul Basagoitia, ', 'Garett Buehler, ', 'Paul Genovese']",393,United States,s1375,Jeremy Grant,Movie
Guatemala: Heart of the Mayan World,(2019),TV-G,67 min,Documentary,6.6,"From Sierra de las Minas to Esquipulas, this documentary explores the cultural and geological riches of Guatemala, including the ancient Mayan cities and other natural wonders.","['Luis Ara, ', 'Ignacio Jaunsolo']",233,"Uruguay, Guatemala",s3206,"Luis Ara, Ignacio Jaunsolo",Movie
A Week in Watts,(2018),TV-14,91 min,Documentary,6.2,"A Week in Watts is a feature length documentary that tells the story of six students in Watts, Los Angeles, involved in a program called Operation Progress - which gives youth scholarships ...                See full summary »","['Gregory Caruso', '| ', '    Stars:', 'Emada Tingirides, ', 'John Coughlin, ', 'Erik Shear, ', 'Eric Ortiz']",197,United States,s6065,Gregory Caruso,Movie
Patton Oswalt: I Love Everything,(2020 TV Special),TV-MA,66 min,Comedy,6.4,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,"['Marcus Raboy', '| ', '    Stars:', 'Patton Oswalt, ', 'Bob Rubin']","1,315",United States,s2508,Marcus Raboy,TV Show
KL Zombi,(2013),TV-14,97 min,"Comedy, Horror",4.5,"Tells the tale of slacker, Nipis who becomes a reluctant hero when a zombie outbreak robs him of the only life he knows.","['Ming Jin Woo', '| ', '    Stars:', 'Zizan Razak, ', 'Siti Saleha, ', 'Izara Aishah, ', 'Fauziah Ahmad Daud']",304,Malaysia,s7217,Woo Ming Jin,Movie
Wanda Sykes: Not Normal,(2019 TV Special),TV-MA,60 min,Comedy,7.2,"Wanda Sykes, delivers a sharp-witted and hilarious critique on the state of the world, addressing her perspective on the current political and cultural climate, which she can only describe as, well - not normal.","['Linda Mendoza', '| ', '    Star:', 'Wanda Sykes']","1,865",United States,s3806,Linda Mendoza,Movie
Two Catalonias,(2018),TV-MA,116 min,"Documentary, History, News",6.4,"A documentary that tackles the ideological conflicts surrounding the December 21 election in the country, to the push for sovereignty and subsequent parliamentary declaration of independence and the aftermath.","['Álvaro Longoria, ', 'Gerardo Olivares', '| ', '    Stars:', 'Luis María Anson, ', 'Inés Arrimadas, ', 'Elsa Artadi, ', 'Antoni Bassas']",716,Spain,s4626,"Álvaro Longoria, Gerardo Olivares",Movie
7:19,(2016),TV-14,94 min,"Drama, History",5.8,Based on true events about the earthquake of Mexico in 1985 who claimed the lives of more than 40.000 people.,"['Jorge Michel Grau', '| ', '    Stars:', 'Carmen Beato, ', 'Demián Bichir, ', 'Héctor Bonilla, ', 'Octavio Michel']",656,Mexico,s5657,Jorge Michel Grau,Movie
From Japan to Egypt,(2017),TV-14,95 min,"Comedy, Family",5.4,"The representative of a tourist company living in a popular area is in love with a Japanese diplomat called Sakura. They marry and have twins, and in the difficult living conditions she ...                See full summary »","['Mahmoud Karim', '| ', '    Stars:', 'Mohamed Abdelmoaty, ', 'Mahmoud Abdelnaser, ', 'Muhammad Abdullatif, ', 'Adham Ahmad']",412,Egypt,s6808,Mahmoud Karim,Movie
Joshua: Teenager vs. Superpower,(2017),TV-14,79 min,Documentary,7.3,"When the Chinese Communist Party backtracks on its promise of autonomy to Hong Kong, teenager Joshua Wong decides to save his city. Rallying thousands of kids to skip school and occupy the ...                See full summary »","['Joe Piscatella', '| ', '    Stars:', 'Agnes Chow, ', ""Joshua 'Chi-Fung' Wong""]","1,573",United States,s5472,Joe Piscatella,Movie
Ladies First,(2017),TV-G,39 min,"Documentary, Short, Sport",7.1,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",['Uraaz Bahl'],499,India,s4996,Uraaz Bahl,Movie
Ellen DeGeneres: Relatable,(2018 TV Special),TV-MA,68 min,Comedy,6.5,Comedian Ellen DeGeneres performs a live stand-up comedy set in Seattle.,"['Joel Gallen, ', 'Tig Notaro', '| ', '    Stars:', 'Laura Dern, ', 'Ellen DeGeneres, ', 'Eddie Vedder, ', 'Jill Vedder']","4,726",United States,s4285,"Joel Gallen, Tig Notaro",TV Show
Spelling the Dream,(2018),TV-G,82 min,Documentary,6.8,Chronicle of the ups and downs of four Indian-American students as they compete to realize their dream of winning the iconic tournament.,"['Sam Rega', '| ', '    Stars:', 'Srinivas Ayyagari, ', 'Jacques Bailly, ', 'Valerie Browning, ', 'Ratnam Chitturi']",742,United States,s2432,Sam Rega,Movie
#FriendsButMarried,(2018),TV-14,102 min,"Biography, Comedy, Drama",6.8,"Ayudia (Vanesha Prescilla) and Ditto (Adipati Dolken) have been best friends for 12 years. And for all those times, Ditto has been secretly in love with her. Until one day, Ayudia told him that she's gonna get married.","['Rako Prijanto', '| ', '    Stars:', 'Adipati Dolken, ', 'Vanesha Prescilla, ', 'Refal Hady, ', 'Denira Wiraguna']",727,Indonesia,s2482,Rako Prijanto,Movie
Sitara: Let Girls Dream,(2019),TV-PG,15 min,"Animation, Short, Drama",7.2,"The short tells the story of Pari, a 14-year-old girl who dreams of becoming a pilot while growing up in a society that doesn't allow her to dream.",['Sharmeen Obaid-Chinoy'],663,"Pakistan, United States",s2831,Sharmeen Obaid-Chinoy,Movie
Urvi,(2017),TV-MA,151 min,"Crime, Drama, Thriller",6.8,Troubling circumstances bring forward three women who work together to plot their revenge against one common man who is responsible for destroying their lives.,"['B.S.Pradeep Varma', '| ', '    Stars:', 'Shweta Pandit, ', 'Sruthi Hariharan, ', 'Shraddha Srinath, ', 'Achyuth Kumar']",260,India,s8666,Pradeep Verma,Movie
ReMastered: Massacre at the Stadium,(2019 TV Movie),TV-MA,64 min,"Documentary, Drama",7.2,"This documentary questions who killed Victor Jara, Chilean musician and activist who died during the dictatorship in his country.","['B.J. Perlmutt, ', 'Bent-Jorgen Perlmutt', '| ', '    Stars:', 'Víctor Jara, ', 'Joan Jara, ', 'Pascale Bonnefoy, ', 'Joyce Horman']",802,United States,s4204,Bent-Jorgen Perlmutt,Movie
Çok Filim Hareketler Bunlar,(2010),TV-MA,134 min,Comedy,4.4,Çok film hareketler bunlar They are a 2010 comedy movie where scenarios and acting are undertaken in BKM group.,"['Ozan Açiktan', '| ', '    Stars:', 'Gülsüm Alkan, ', 'Ibrahim Büyükak, ', 'Emre Canpolat, ', 'Murat Eken']","4,884",Turkey,s5977,Ozan Açıktan,Movie
Mike Birbiglia: Thank God for Jokes,(2017 TV Special),TV-MA,70 min,Comedy,7.5,Mike Birbiglia tells stories about his life as a semi-famous comedian/filmmaker and reflects on the meaning of good or bad jokes.,"['Seth Barrish, ', 'Mike Birbiglia', '| ', '    Star:', 'Mike Birbiglia']","2,511",United States,s5587,"Seth Barrish, Mike Birbiglia",Movie
Geez & Ann,(2021),TV-14,105 min,"Drama, Romance",5.1,They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.,"['Rizki Balki', '| ', '    Stars:', 'Junior Roberts, ', 'Hanggini, ', 'Roy Sungkono, ', 'Shenina Cinnamon']",292,Indonesia,s1270,Rizki Balki,Movie
Deon Cole: Cole Hearted,(2019 TV Special),TV-MA,69 min,Comedy,6.9,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""","['Ryan Polito', '| ', '    Star:', 'Deon Cole']",908,United States,s3442,Ryan Polito,Movie
Katherine Ryan: Glitter Room,(2019 TV Special),TV-MA,65 min,Comedy,6.8,"Canadian comic Katherine Ryan's stand-up special packed with anecdotes, jokes, and a pertinent take on society.","['Linda Mendoza', '| ', '    Star:', 'Katherine Ryan']","1,999",United States,s3694,Linda Mendoza,Movie
Monty Don's French Gardens,(2013–2017),TV-G,59 min,Documentary,7.9,Monty Don visits some of the most famous and interesting gardens in France.,['Monty Don'],202,United Kingdom,s7505,Rachel Bell,TV Show
Stereo,(I) (2014),TV-MA,98 min,"Crime, Thriller",6.5,"The appearance of a mysterious, hooded man evokes Erik's sinister past.","['Maximilian Erlenwein', '| ', '    Stars:', 'Jürgen Vogel, ', 'Moritz Bleibtreu, ', 'Petra Schmidt-Schaller, ', 'Georg Friedrich']","4,936",Germany,s5635,Maximilian Erlenwein,Movie
Nothing to Lose 2,(2019),PG-13,96 min,"Biography, Drama",3.1,Part 2 of Edir Macedo's self-financed biopic.,"['Alexandre Avancini', '| ', '    Stars:', 'Petrônio Gontijo, ', 'Day Mesquita, ', 'Beth Goulart, ', 'Dalton Vigh']",662,Brazil,s3165,Alexandre Avancini,Movie
Russell Peters: Almost Famous,(2016 TV Special),TV-MA,73 min,Comedy,6.6,"Canadian comedy star, Russell Peters, visits Toronto's Massey Hall for a homecoming stand-up comedy performance. Russell returns to his trademark material of ethnic jokes and audience interaction.","['David Higby', '| ', '    Stars:', 'Russell Peters, ', 'Jus Reign']","1,952",United States,s5759,Dave Higby,Movie
Dilan 1991,(2019),TV-14,121 min,"Drama, Romance",6.5,"Dilan and Milea officially date. But Dilan is threatened to be expelled from school due to involves in gang fights. One day, when he is planning to fight again, Milea asks him to quit the motorcycle gang or their relationship ends.","['Pidi Baiq, ', 'Fajar Bustomi', '| ', '    Stars:', 'Iqbaal Dhiafakhri Ramadhan, ', 'Vanesha Prescilla, ', 'Ira Wibowo, ', 'Bucek Depp']","1,114",Indonesia,s2533,"Fajar Bustomi, Pidi Baiq",Movie
Sarbath,(2021),TV-PG,112 min,"Comedy, Drama",5.6,Kathir works as an IT professional at Dindigul and visited his village on a holiday in order to attend his elder brother's wedding but only to realise that the wedding has been cancelled. ...                See full summary »,"['Prabhakaran', '| ', '    Stars:', 'Kathir, ', 'Soori, ', 'Rahasya Gorak, ', 'Ashvatt']",273,India,s736,Prabhakaran,Movie
Nila,(2016),TV-MA,96 min,"Drama, Romance",6.7,A young man meets his childhood love one rainy night in the city of dreams. When they both realise that the desire for more can ruin what is special between them do they listen to their ...                See full summary »,"['Selvamani Selvaraj', '| ', '    Stars:', 'Sruthi Hariharan, ', 'Vicky Vijai, ', 'Sarvesh Sridhar, ', 'Rajan Sekri']",280,India,s5585,Selvamani Selvaraj,Movie
